,Future Connection
"(27, 914)",1.0
"(54, 768)",0.0
"(701, 982)",0.0
"(83, 799)",0.0
"(99, 210)",1.0
"(361, 698)",0.0
"(537, 749)",0.0
"(514, 888)",0.0
"(110, 713)",0.0
"(255, 338)",1.0
"(524, 646)",0.0
"(221, 645)",0.0
"(92, 444)",0.0
"(299, 885)",0.0
"(373, 789)",0.0
"(124, 989)",0.0
"(216, 418)",0.0
"(91, 814)",0.0
"(475, 656)",0.0
"(662, 679)",0.0
"(332, 901)",0.0
"(181, 636)",0.0
"(357, 648)",0.0
"(200, 219)",0.0
"(305, 577)",0.0
"(0, 794)",0.0
"(33, 529)",0.0
"(89, 740)",0.0
"(524, 993)",0.0
"(151, 726)",0.0
"(897, 922)",0.0
"(235, 369)",0.0
"(505, 967)",0.0
"(226, 350)",0.0
"(84, 967)",0.0
"(102, 445)",0.0
"(451, 693)",0.0
"(120, 436)",0.0
"(135, 871)",0.0
"(264, 841)",0.0
"(246, 882)",0.0
"(542, 984)",0.0
"(518, 821)",0.0
"(396, 901)",0.0
"(49, 614)",0.0
"(200, 751)",0.0
"(66, 787)",0.0
"(57, 681)",0.0
"(548, 956)",0.0
"(743, 973)",0.0
"(94, 229)",1.0
"(472, 619)",0.0
"(739, 858)",0.0
"(765, 773)",0.0
"(556, 761)",0.0
"(560, 715)",0.0
"(171, 399)",0.0
"(863, 997)",0.0
"(259, 445)",0.0
"(348, 645)",0.0
"(303, 989)",0.0
"(97, 924)",0.0
"(329, 912)",0.0
"(578, 698)",0.0
"(293, 435)",0.0
"(81, 929)",0.0
"(206, 425)",1.0
"(817, 941)",0.0
"(181, 631)",0.0
"(147, 738)",0.0
"(39, 545)",1.0
"(302, 892)",0.0
"(302, 314)",0.0
"(683, 759)",0.0
"(269, 595)",0.0
"(128, 239)",0.0
"(139, 422)",0.0
"(886, 944)",0.0
"(548, 775)",0.0
"(73, 321)",0.0
"(52, 485)",0.0
"(357, 927)",0.0
"(231, 652)",0.0
"(425, 998)",0.0
"(107, 800)",0.0
"(587, 968)",0.0
"(201, 630)",0.0
"(427, 855)",0.0
"(296, 997)",0.0
"(117, 925)",0.0
"(78, 602)",0.0
"(338, 861)",0.0
"(164, 274)",1.0
"(777, 959)",0.0
"(159, 842)",0.0
"(271, 581)",0.0
"(191, 989)",0.0
"(233, 293)",0.0
"(21, 902)",0.0
"(100, 570)",0.0
"(228, 969)",0.0
"(639, 652)",0.0
"(118, 631)",0.0
"(149, 798)",0.0
"(6, 7)",0.0
"(543, 812)",0.0
"(775, 911)",0.0
"(601, 955)",0.0
"(13, 656)",0.0
"(35, 651)",0.0
"(258, 992)",0.0
"(277, 965)",0.0
"(885, 953)",0.0
"(413, 660)",0.0
"(4, 687)",0.0
"(421, 684)",0.0
"(248, 960)",0.0
"(387, 651)",0.0
"(259, 755)",0.0
"(27, 927)",0.0
"(376, 745)",0.0
"(605, 608)",0.0
"(573, 714)",0.0
"(608, 897)",0.0
"(829, 902)",0.0
"(113, 320)",1.0
"(817, 900)",0.0
"(569, 951)",1.0
"(27, 385)",0.0
"(475, 733)",0.0
"(533, 762)",0.0
"(234, 539)",0.0
"(5, 631)",0.0
"(638, 823)",0.0
"(191, 973)",0.0
"(12, 961)",0.0
"(466, 502)",1.0
"(414, 806)",0.0
"(493, 638)",0.0
"(444, 481)",0.0
"(4, 690)",0.0
"(538, 572)",0.0
"(76, 967)",0.0
"(634, 913)",0.0
"(115, 555)",0.0
"(796, 824)",0.0
"(599, 993)",0.0
"(233, 487)",0.0
"(391, 563)",0.0
"(85, 179)",0.0
"(160, 616)",0.0
"(400, 886)",0.0
"(293, 867)",0.0
"(125, 162)",0.0
"(390, 888)",0.0
"(331, 708)",0.0
"(303, 733)",0.0
"(783, 826)",0.0
"(259, 829)",0.0
"(882, 908)",0.0
"(653, 738)",0.0
"(592, 873)",0.0
"(413, 616)",0.0
"(478, 774)",0.0
"(864, 925)",0.0
"(483, 583)",0.0
"(74, 294)",0.0
"(457, 974)",1.0
"(315, 950)",0.0
"(338, 793)",0.0
"(227, 343)",0.0
"(981, 1004)",0.0
"(477, 654)",0.0
"(259, 562)",0.0
"(23, 624)",0.0
"(627, 798)",0.0
"(287, 746)",0.0
"(7, 685)",0.0
"(284, 625)",0.0
"(549, 605)",0.0
"(111, 323)",0.0
"(112, 737)",0.0
"(124, 159)",0.0
"(857, 892)",0.0
"(572, 804)",0.0
"(477, 552)",0.0
"(124, 410)",0.0
"(468, 1002)",0.0
"(762, 907)",0.0
"(189, 346)",0.0
"(566, 914)",0.0
"(276, 588)",0.0
"(106, 679)",0.0
"(143, 744)",0.0
"(383, 495)",0.0
"(108, 852)",0.0
"(883, 928)",0.0
"(394, 948)",0.0
"(887, 888)",0.0
"(343, 474)",0.0
"(79, 400)",0.0
"(405, 715)",0.0
"(97, 707)",0.0
"(34, 928)",0.0
"(333, 653)",0.0
"(14, 247)",0.0
"(99, 562)",0.0
"(605, 732)",0.0
"(5, 15)",1.0
"(61, 902)",0.0
"(485, 860)",0.0
"(72, 627)",0.0
"(387, 697)",0.0
"(244, 747)",0.0
"(288, 635)",0.0
"(293, 571)",0.0
"(244, 821)",0.0
"(308, 366)",0.0
"(425, 468)",0.0
"(828, 946)",0.0
"(23, 475)",0.0
"(849, 941)",0.0
"(84, 247)",0.0
"(186, 655)",0.0
"(326, 426)",1.0
"(5, 628)",1.0
"(844, 984)",0.0
"(742, 848)",0.0
"(137, 358)",0.0
"(808, 885)",0.0
"(388, 985)",1.0
"(570, 805)",0.0
"(389, 665)",0.0
"(350, 932)",0.0
"(19, 138)",0.0
"(94, 310)",0.0
"(72, 777)",0.0
"(201, 290)",1.0
"(158, 371)",1.0
"(96, 374)",0.0
"(76, 392)",0.0
"(413, 625)",0.0
"(84, 666)",0.0
"(54, 129)",1.0
"(601, 961)",0.0
"(358, 922)",1.0
"(6, 103)",0.0
"(76, 202)",0.0
"(779, 871)",0.0
"(637, 855)",0.0
"(11, 546)",1.0
"(46, 398)",0.0
"(240, 693)",0.0
"(710, 869)",0.0
"(447, 904)",0.0
"(175, 604)",0.0
"(214, 423)",0.0
"(85, 204)",0.0
"(208, 781)",0.0
"(77, 736)",0.0
"(417, 1003)",0.0
"(318, 739)",0.0
"(330, 347)",0.0
"(432, 890)",0.0
"(185, 312)",0.0
"(293, 801)",0.0
"(199, 681)",0.0
"(238, 373)",0.0
"(124, 352)",0.0
"(487, 999)",0.0
"(92, 145)",1.0
"(38, 568)",0.0
"(14, 671)",1.0
"(87, 861)",0.0
"(630, 773)",0.0
"(142, 503)",0.0
"(372, 489)",0.0
"(43, 629)",0.0
"(436, 848)",0.0
"(131, 168)",0.0
"(166, 713)",0.0
"(291, 1003)",0.0
"(511, 559)",0.0
"(421, 962)",0.0
"(380, 591)",0.0
"(402, 508)",0.0
"(336, 772)",0.0
"(293, 998)",0.0
"(102, 374)",0.0
"(44, 188)",1.0
"(423, 913)",0.0
"(635, 786)",0.0
"(162, 991)",0.0
"(130, 383)",0.0
"(233, 976)",0.0
"(316, 599)",0.0
"(246, 913)",1.0
"(383, 542)",0.0
"(244, 884)",0.0
"(343, 923)",0.0
"(25, 276)",0.0
"(169, 577)",0.0
"(266, 579)",0.0
"(459, 919)",0.0
"(489, 669)",0.0
"(201, 777)",0.0
"(195, 352)",0.0
"(387, 792)",0.0
"(11, 330)",0.0
"(246, 254)",0.0
"(27, 766)",0.0
"(36, 969)",0.0
"(445, 650)",0.0
"(460, 828)",0.0
"(42, 692)",0.0
"(57, 568)",0.0
"(133, 356)",1.0
"(516, 989)",0.0
"(489, 642)",1.0
"(83, 608)",0.0
"(246, 588)",0.0
"(635, 671)",0.0
"(562, 882)",0.0
"(680, 781)",0.0
"(58, 152)",1.0
"(165, 348)",0.0
"(0, 982)",0.0
"(96, 651)",0.0
"(272, 688)",0.0
"(467, 496)",0.0
"(895, 973)",0.0
"(453, 797)",0.0
"(624, 869)",0.0
"(72, 209)",0.0
"(202, 616)",0.0
"(385, 697)",0.0
"(471, 907)",0.0
"(132, 979)",0.0
"(16, 525)",0.0
"(466, 846)",0.0
"(19, 941)",0.0
"(291, 424)",0.0
"(138, 777)",0.0
"(460, 569)",0.0
"(132, 539)",0.0
"(289, 377)",0.0
"(552, 901)",0.0
"(169, 181)",0.0
"(100, 423)",0.0
"(340, 452)",0.0
"(195, 444)",0.0
"(138, 874)",0.0
"(450, 571)",0.0
"(399, 716)",0.0
"(131, 286)",1.0
"(917, 921)",0.0
"(385, 743)",0.0
"(226, 569)",0.0
"(55, 498)",0.0
"(497, 536)",0.0
"(590, 746)",0.0
"(52, 362)",0.0
"(439, 622)",0.0
"(641, 988)",0.0
"(145, 776)",0.0
"(30, 66)",0.0
"(186, 340)",1.0
"(176, 524)",0.0
"(131, 844)",0.0
"(196, 230)",0.0
"(94, 505)",0.0
"(88, 365)",1.0
"(58, 433)",0.0
"(313, 948)",0.0
"(6, 666)",0.0
"(858, 988)",0.0
"(21, 691)",0.0
"(110, 902)",0.0
"(207, 779)",1.0
"(214, 632)",0.0
"(120, 271)",0.0
"(566, 662)",0.0
"(67, 425)",0.0
"(559, 803)",0.0
"(293, 440)",0.0
"(574, 982)",0.0
"(101, 582)",1.0
"(27, 828)",0.0
"(61, 729)",0.0
"(247, 670)",0.0
"(329, 501)",0.0
"(572, 680)",0.0
"(744, 780)",0.0
"(456, 808)",0.0
"(225, 766)",0.0
"(754, 963)",0.0
"(587, 872)",0.0
"(441, 769)",0.0
"(72, 999)",0.0
"(197, 907)",0.0
"(614, 936)",0.0
"(174, 653)",0.0
"(121, 860)",0.0
"(221, 404)",1.0
"(23, 484)",1.0
"(653, 687)",0.0
"(286, 982)",0.0
"(965, 1002)",0.0
"(657, 811)",0.0
"(564, 664)",0.0
"(841, 961)",0.0
"(371, 403)",0.0
"(447, 695)",0.0
"(366, 711)",0.0
"(636, 871)",0.0
"(32, 945)",0.0
"(58, 242)",1.0
"(647, 905)",0.0
"(611, 739)",1.0
"(112, 861)",0.0
"(637, 752)",0.0
"(520, 694)",0.0
"(158, 889)",0.0
"(555, 930)",0.0
"(165, 237)",0.0
"(785, 788)",0.0
"(153, 183)",1.0
"(457, 681)",0.0
"(618, 693)",0.0
"(493, 824)",0.0
"(573, 660)",0.0
"(325, 758)",0.0
"(587, 853)",0.0
"(231, 713)",0.0
"(606, 815)",0.0
"(465, 952)",0.0
"(519, 567)",0.0
"(185, 435)",0.0
"(150, 832)",0.0
"(482, 844)",0.0
"(215, 726)",0.0
"(387, 805)",0.0
"(225, 570)",0.0
"(745, 846)",0.0
"(113, 241)",0.0
"(765, 775)",0.0
"(162, 784)",0.0
"(96, 354)",0.0
"(418, 601)",0.0
"(196, 576)",0.0
"(777, 996)",0.0
"(531, 652)",0.0
"(117, 384)",0.0
"(227, 987)",0.0
"(663, 845)",0.0
"(9, 308)",0.0
"(10, 399)",0.0
"(164, 479)",0.0
"(682, 862)",0.0
"(648, 896)",0.0
"(311, 912)",0.0
"(676, 926)",0.0
"(436, 683)",0.0
"(131, 939)",0.0
"(487, 536)",0.0
"(272, 653)",0.0
"(99, 190)",0.0
"(438, 670)",0.0
"(356, 493)",1.0
"(339, 702)",0.0
"(16, 909)",0.0
"(89, 854)",0.0
"(482, 631)",0.0
"(215, 508)",1.0
"(578, 740)",0.0
"(601, 675)",0.0
"(293, 533)",1.0
"(143, 299)",0.0
"(297, 587)",0.0
"(149, 734)",0.0
"(271, 713)",0.0
"(462, 649)",0.0
"(760, 909)",0.0
"(455, 490)",0.0
"(139, 745)",0.0
"(28, 856)",1.0
"(604, 627)",0.0
"(176, 916)",0.0
"(30, 620)",0.0
"(526, 589)",0.0
"(116, 667)",0.0
"(857, 985)",0.0
"(473, 745)",0.0
"(526, 901)",0.0
"(678, 756)",0.0
"(260, 587)",0.0
"(461, 568)",0.0
"(35, 391)",0.0
"(97, 534)",0.0
"(16, 911)",0.0
"(275, 521)",0.0
"(315, 883)",0.0
"(536, 876)",0.0
"(40, 338)",1.0
"(694, 730)",0.0
"(224, 478)",0.0
"(162, 723)",0.0
"(514, 691)",0.0
"(51, 252)",0.0
"(518, 720)",0.0
"(63, 551)",1.0
"(179, 519)",0.0
"(122, 904)",0.0
"(139, 168)",0.0
"(454, 915)",0.0
"(845, 947)",0.0
"(476, 855)",0.0
"(322, 632)",0.0
"(149, 889)",0.0
"(265, 540)",0.0
"(186, 274)",0.0
"(524, 711)",0.0
"(871, 968)",0.0
"(75, 568)",0.0
"(45, 936)",0.0
"(287, 434)",0.0
"(38, 283)",0.0
"(265, 431)",0.0
"(98, 311)",0.0
"(105, 248)",0.0
"(87, 688)",0.0
"(331, 345)",0.0
"(594, 789)",0.0
"(288, 684)",0.0
"(413, 461)",0.0
"(68, 848)",0.0
"(702, 847)",0.0
"(682, 809)",0.0
"(859, 967)",0.0
"(275, 987)",0.0
"(138, 304)",0.0
"(932, 995)",0.0
"(348, 353)",0.0
"(711, 858)",0.0
"(86, 346)",1.0
"(695, 825)",0.0
"(231, 420)",1.0
"(536, 960)",0.0
"(491, 617)",0.0
"(419, 807)",1.0
"(368, 922)",0.0
"(416, 890)",0.0
"(234, 883)",0.0
"(282, 810)",1.0
"(7, 789)",0.0
"(565, 989)",0.0
"(280, 923)",0.0
"(176, 736)",0.0
"(433, 743)",0.0
"(276, 931)",0.0
"(1, 439)",0.0
"(333, 664)",0.0
"(385, 596)",0.0
"(212, 723)",0.0
"(102, 395)",0.0
"(109, 708)",0.0
"(333, 768)",0.0
"(127, 874)",0.0
"(394, 514)",0.0
"(581, 915)",0.0
"(646, 901)",0.0
"(220, 820)",0.0
"(91, 305)",0.0
"(234, 991)",0.0
"(135, 928)",0.0
"(229, 305)",0.0
"(736, 837)",0.0
"(790, 905)",0.0
"(481, 601)",0.0
"(708, 929)",0.0
"(252, 873)",0.0
"(774, 810)",0.0
"(352, 401)",0.0
"(668, 1001)",0.0
"(331, 409)",0.0
"(28, 919)",1.0
"(531, 989)",0.0
"(125, 826)",0.0
"(175, 652)",0.0
"(445, 474)",0.0
"(22, 89)",0.0
"(260, 882)",0.0
"(395, 945)",0.0
"(647, 698)",0.0
"(47, 825)",0.0
"(439, 913)",0.0
"(224, 291)",0.0
"(123, 315)",0.0
"(195, 205)",0.0
"(267, 705)",0.0
"(53, 760)",0.0
"(227, 746)",0.0
"(206, 873)",0.0
"(53, 843)",0.0
"(101, 957)",0.0
"(163, 798)",0.0
"(82, 715)",0.0
"(907, 920)",0.0
"(613, 918)",0.0
"(266, 649)",1.0
"(261, 473)",1.0
"(343, 741)",0.0
"(15, 805)",0.0
"(189, 194)",0.0
"(659, 990)",0.0
"(228, 478)",0.0
"(692, 992)",0.0
"(103, 906)",0.0
"(734, 769)",0.0
"(9, 131)",0.0
"(510, 516)",0.0
"(785, 905)",0.0
"(342, 521)",0.0
"(69, 809)",0.0
"(487, 556)",0.0
"(237, 915)",0.0
"(51, 370)",0.0
"(454, 714)",0.0
"(538, 908)",0.0
"(218, 598)",0.0
"(675, 931)",0.0
"(662, 958)",0.0
"(137, 376)",0.0
"(230, 665)",0.0
"(47, 592)",0.0
"(583, 927)",0.0
"(385, 666)",0.0
"(570, 999)",0.0
"(897, 936)",0.0
"(22, 228)",0.0
"(166, 809)",1.0
"(52, 470)",0.0
"(56, 79)",0.0
"(11, 604)",0.0
"(78, 275)",0.0
"(206, 494)",1.0
"(41, 912)",0.0
"(137, 362)",1.0
"(139, 721)",0.0
"(511, 609)",0.0
"(853, 866)",0.0
"(408, 670)",0.0
"(74, 379)",0.0
"(0, 975)",0.0
"(39, 625)",0.0
"(145, 505)",0.0
"(574, 892)",0.0
"(678, 759)",0.0
"(279, 998)",0.0
"(7, 964)",0.0
"(29, 998)",0.0
"(160, 451)",0.0
"(45, 928)",0.0
"(609, 932)",0.0
"(91, 700)",0.0
"(271, 927)",0.0
"(489, 852)",0.0
"(778, 779)",0.0
"(342, 714)",0.0
"(516, 993)",0.0
"(147, 963)",1.0
"(73, 924)",0.0
"(379, 618)",0.0
"(4, 339)",0.0
"(458, 717)",0.0
"(594, 914)",0.0
"(293, 940)",0.0
"(127, 992)",0.0
"(327, 719)",0.0
"(275, 420)",0.0
"(46, 534)",0.0
"(152, 278)",1.0
"(398, 511)",0.0
"(70, 322)",0.0
"(47, 240)",0.0
"(94, 916)",0.0
"(180, 548)",1.0
"(370, 948)",0.0
"(286, 639)",0.0
"(382, 407)",0.0
"(500, 733)",0.0
"(26, 570)",0.0
"(134, 586)",0.0
"(405, 815)",0.0
"(132, 916)",0.0
"(475, 914)",0.0
"(281, 866)",0.0
"(355, 506)",1.0
"(553, 904)",0.0
"(324, 755)",0.0
"(168, 792)",1.0
"(762, 1002)",0.0
"(371, 460)",1.0
"(661, 876)",0.0
"(258, 616)",0.0
"(97, 738)",0.0
"(627, 793)",0.0
"(343, 530)",0.0
"(568, 714)",1.0
"(79, 294)",0.0
"(359, 393)",0.0
"(216, 924)",1.0
"(98, 479)",0.0
"(46, 341)",0.0
"(6, 28)",1.0
"(415, 568)",0.0
"(325, 958)",0.0
"(85, 251)",0.0
"(309, 437)",0.0
"(225, 669)",0.0
"(537, 883)",0.0
"(27, 544)",1.0
"(283, 785)",0.0
"(341, 660)",0.0
"(747, 982)",0.0
"(154, 241)",0.0
"(585, 785)",0.0
"(235, 485)",0.0
"(958, 984)",0.0
"(190, 592)",0.0
"(89, 978)",0.0
"(313, 471)",0.0
"(126, 868)",0.0
"(167, 475)",0.0
"(191, 646)",0.0
"(600, 693)",0.0
"(30, 583)",0.0
"(577, 966)",1.0
"(362, 449)",0.0
"(449, 561)",0.0
"(181, 229)",0.0
"(38, 282)",0.0
"(320, 982)",0.0
"(103, 163)",0.0
"(350, 967)",0.0
"(857, 973)",0.0
"(318, 795)",0.0
"(189, 213)",0.0
"(135, 761)",0.0
"(97, 673)",0.0
"(606, 608)",0.0
"(185, 982)",0.0
"(67, 971)",0.0
"(103, 594)",0.0
"(651, 711)",0.0
"(748, 991)",0.0
"(128, 317)",0.0
"(230, 682)",0.0
"(180, 879)",0.0
"(131, 414)",0.0
"(298, 969)",0.0
"(160, 701)",0.0
"(128, 130)",1.0
"(264, 646)",0.0
"(767, 806)",0.0
"(497, 708)",0.0
"(325, 397)",0.0
"(54, 637)",0.0
"(47, 260)",0.0
"(165, 541)",0.0
"(254, 328)",0.0
"(487, 977)",1.0
"(605, 898)",0.0
"(536, 616)",0.0
"(285, 928)",0.0
"(203, 281)",0.0
"(154, 561)",0.0
"(551, 747)",1.0
"(329, 709)",0.0
"(203, 818)",0.0
"(102, 449)",0.0
"(846, 909)",0.0
"(857, 928)",0.0
"(797, 891)",0.0
"(297, 898)",0.0
"(599, 787)",0.0
"(3, 619)",0.0
"(136, 936)",0.0
"(657, 978)",0.0
"(530, 549)",0.0
"(89, 433)",0.0
"(234, 486)",0.0
"(898, 984)",0.0
"(95, 478)",0.0
"(82, 855)",0.0
"(506, 679)",0.0
"(638, 664)",0.0
"(148, 567)",0.0
"(648, 703)",0.0
"(4, 181)",0.0
"(167, 273)",0.0
"(106, 650)",0.0
"(168, 677)",0.0
"(730, 785)",0.0
"(282, 692)",0.0
"(399, 421)",0.0
"(699, 703)",0.0
"(353, 623)",0.0
"(671, 686)",0.0
"(180, 966)",0.0
"(215, 410)",0.0
"(698, 807)",0.0
"(453, 557)",0.0
"(397, 608)",0.0
"(368, 494)",1.0
"(729, 794)",0.0
"(146, 660)",0.0
"(507, 941)",0.0
"(143, 968)",0.0
"(327, 360)",0.0
"(59, 490)",0.0
"(160, 235)",1.0
"(220, 972)",0.0
"(47, 703)",0.0
"(214, 487)",0.0
"(397, 602)",0.0
"(10, 229)",0.0
"(427, 706)",0.0
"(284, 298)",0.0
"(20, 111)",0.0
"(197, 999)",0.0
"(421, 787)",0.0
"(293, 720)",1.0
"(141, 426)",0.0
"(12, 809)",0.0
"(600, 874)",1.0
"(756, 782)",0.0
"(720, 975)",0.0
"(72, 136)",0.0
"(121, 917)",0.0
"(204, 657)",0.0
"(114, 324)",0.0
"(5, 103)",1.0
"(635, 699)",0.0
"(590, 895)",0.0
"(70, 450)",0.0
"(314, 990)",0.0
"(72, 595)",0.0
"(319, 877)",0.0
"(581, 717)",0.0
"(235, 956)",0.0
"(155, 841)",0.0
"(190, 641)",1.0
"(656, 705)",0.0
"(471, 676)",0.0
"(72, 252)",0.0
"(431, 1004)",0.0
"(215, 635)",0.0
"(886, 918)",0.0
"(573, 589)",0.0
"(690, 813)",0.0
"(352, 396)",0.0
"(743, 970)",0.0
"(572, 590)",0.0
"(383, 791)",0.0
"(936, 972)",0.0
"(353, 721)",0.0
"(185, 758)",0.0
"(148, 152)",0.0
"(530, 781)",0.0
"(602, 625)",0.0
"(222, 873)",0.0
"(573, 834)",0.0
"(12, 52)",0.0
"(28, 84)",1.0
"(679, 949)",0.0
"(110, 568)",0.0
"(284, 395)",0.0
"(237, 718)",0.0
"(276, 410)",0.0
"(131, 818)",0.0
"(428, 856)",0.0
"(320, 979)",0.0
"(493, 610)",0.0
"(354, 417)",0.0
"(408, 864)",0.0
"(405, 914)",0.0
"(378, 822)",0.0
"(389, 897)",0.0
"(301, 784)",0.0
"(118, 159)",0.0
"(662, 933)",0.0
"(791, 1003)",0.0
"(19, 986)",0.0
"(250, 940)",0.0
"(98, 164)",0.0
"(240, 426)",0.0
"(397, 557)",0.0
"(244, 326)",1.0
"(361, 396)",0.0
"(167, 869)",1.0
"(389, 956)",0.0
"(615, 943)",0.0
"(126, 406)",0.0
"(188, 995)",0.0
"(477, 602)",0.0
"(781, 892)",0.0
"(104, 979)",0.0
"(194, 935)",0.0
"(387, 671)",1.0
"(59, 601)",1.0
"(407, 409)",0.0
"(130, 152)",0.0
"(344, 939)",0.0
"(714, 768)",0.0
"(209, 289)",0.0
"(274, 332)",0.0
"(325, 379)",0.0
"(580, 915)",1.0
"(92, 900)",0.0
"(388, 717)",0.0
"(178, 188)",0.0
"(721, 886)",0.0
"(653, 732)",0.0
"(573, 701)",1.0
"(506, 808)",0.0
"(161, 623)",0.0
"(24, 629)",0.0
"(274, 876)",0.0
"(144, 720)",0.0
"(267, 348)",0.0
"(63, 511)",0.0
"(516, 699)",0.0
"(852, 870)",0.0
"(582, 986)",0.0
"(266, 607)",0.0
"(12, 642)",0.0
"(263, 901)",0.0
"(261, 883)",1.0
"(10, 924)",0.0
"(115, 198)",1.0
"(92, 408)",0.0
"(17, 548)",1.0
"(112, 952)",0.0
"(693, 844)",0.0
"(370, 404)",0.0
"(189, 680)",0.0
"(188, 772)",0.0
"(247, 249)",1.0
"(98, 305)",0.0
"(279, 438)",0.0
"(265, 983)",0.0
"(210, 686)",0.0
"(234, 947)",0.0
"(248, 633)",0.0
"(437, 462)",0.0
"(551, 879)",0.0
"(177, 649)",0.0
"(651, 786)",0.0
"(707, 757)",0.0
"(52, 630)",0.0
"(1, 393)",0.0
"(420, 822)",0.0
"(497, 993)",0.0
"(408, 947)",0.0
"(32, 464)",0.0
"(223, 742)",0.0
"(12, 71)",0.0
"(152, 784)",0.0
"(193, 550)",0.0
"(36, 963)",0.0
"(2, 879)",0.0
"(918, 933)",0.0
"(128, 566)",0.0
"(776, 868)",0.0
"(635, 697)",0.0
"(14, 330)",0.0
"(382, 656)",0.0
"(129, 298)",0.0
"(164, 393)",1.0
"(436, 734)",0.0
"(119, 703)",0.0
"(800, 1002)",0.0
"(644, 989)",0.0
"(244, 424)",0.0
"(8, 423)",0.0
"(176, 677)",0.0
"(315, 542)",0.0
"(65, 779)",0.0
"(347, 476)",0.0
"(215, 654)",0.0
"(485, 527)",1.0
"(269, 806)",0.0
"(210, 668)",0.0
"(239, 619)",0.0
"(58, 280)",1.0
"(824, 840)",0.0
"(289, 582)",0.0
"(351, 912)",0.0
"(366, 444)",0.0
"(269, 330)",0.0
"(170, 945)",0.0
"(195, 816)",0.0
"(838, 915)",0.0
"(25, 353)",0.0
"(62, 964)",0.0
"(232, 735)",1.0
"(937, 996)",0.0
"(411, 667)",0.0
"(194, 530)",0.0
"(504, 973)",0.0
"(261, 895)",0.0
"(402, 463)",0.0
"(276, 878)",0.0
"(222, 880)",0.0
"(12, 822)",0.0
"(505, 1003)",0.0
"(253, 597)",0.0
"(288, 1004)",0.0
"(257, 726)",0.0
"(21, 594)",0.0
"(250, 864)",0.0
"(306, 588)",0.0
"(111, 707)",1.0
"(147, 892)",0.0
"(442, 887)",0.0
"(581, 956)",0.0
"(227, 432)",0.0
"(32, 112)",0.0
"(147, 561)",0.0
"(455, 479)",0.0
"(313, 533)",0.0
"(282, 334)",0.0
"(428, 590)",0.0
"(333, 926)",0.0
"(222, 651)",0.0
"(478, 915)",0.0
"(728, 786)",0.0
"(250, 853)",0.0
"(144, 335)",0.0
"(254, 871)",0.0
"(38, 243)",0.0
"(49, 588)",0.0
"(487, 834)",0.0
"(559, 942)",0.0
"(625, 769)",0.0
"(79, 542)",0.0
"(181, 708)",0.0
"(415, 585)",0.0
"(624, 863)",0.0
"(591, 819)",0.0
"(43, 662)",0.0
"(283, 619)",0.0
"(99, 561)",0.0
"(266, 972)",0.0
"(543, 911)",1.0
"(346, 439)",0.0
"(626, 753)",0.0
"(37, 988)",0.0
"(388, 959)",0.0
"(105, 881)",0.0
"(259, 576)",0.0
"(490, 918)",0.0
"(278, 805)",0.0
"(455, 516)",0.0
"(430, 541)",0.0
"(73, 523)",0.0
"(378, 968)",0.0
"(99, 394)",1.0
"(507, 626)",0.0
"(146, 178)",0.0
"(61, 212)",1.0
"(443, 743)",1.0
"(440, 885)",0.0
"(389, 758)",0.0
"(368, 580)",0.0
"(483, 519)",0.0
"(223, 402)",0.0
"(283, 632)",0.0
"(403, 699)",0.0
"(637, 1004)",0.0
"(105, 944)",0.0
"(88, 397)",0.0
"(61, 752)",0.0
"(176, 613)",0.0
"(429, 623)",0.0
"(255, 784)",0.0
"(39, 833)",0.0
"(308, 658)",0.0
"(452, 980)",0.0
"(4, 379)",1.0
"(585, 651)",0.0
"(468, 629)",0.0
"(541, 811)",0.0
"(44, 584)",0.0
"(428, 910)",0.0
"(163, 555)",0.0
"(53, 518)",0.0
"(895, 995)",0.0
"(253, 412)",0.0
"(230, 953)",0.0
"(635, 898)",0.0
"(225, 665)",0.0
"(284, 565)",0.0
"(675, 787)",0.0
"(303, 952)",0.0
"(279, 999)",0.0
"(564, 742)",0.0
"(484, 801)",1.0
"(496, 632)",0.0
"(538, 943)",0.0
"(199, 248)",0.0
"(413, 464)",1.0
"(162, 943)",0.0
"(228, 1003)",0.0
"(521, 874)",0.0
"(968, 979)",0.0
"(489, 856)",0.0
"(282, 929)",0.0
"(810, 862)",0.0
"(27, 311)",0.0
"(381, 612)",0.0
"(828, 904)",0.0
"(539, 776)",0.0
"(0, 46)",0.0
"(534, 595)",0.0
"(202, 355)",0.0
"(210, 522)",0.0
"(320, 470)",0.0
"(43, 810)",0.0
"(579, 752)",0.0
"(218, 414)",0.0
"(225, 846)",0.0
"(388, 684)",0.0
"(94, 977)",0.0
"(280, 686)",0.0
"(456, 515)",0.0
"(50, 754)",0.0
"(575, 790)",0.0
"(58, 647)",0.0
"(692, 1004)",0.0
"(357, 517)",0.0
"(195, 757)",0.0
"(156, 943)",0.0
"(430, 582)",0.0
"(114, 638)",1.0
"(145, 774)",0.0
"(142, 195)",0.0
"(411, 887)",0.0
"(371, 866)",0.0
"(170, 687)",0.0
"(562, 644)",0.0
"(678, 926)",0.0
"(46, 60)",0.0
"(346, 835)",0.0
"(349, 430)",0.0
"(230, 829)",0.0
"(288, 319)",0.0
"(197, 331)",0.0
"(808, 963)",0.0
"(173, 931)",0.0
"(510, 574)",0.0
"(273, 637)",0.0
"(324, 387)",0.0
