,name,grape,region,variety,rating,notes
19873,Dow's Late Bottled Vintage 2009,,Portugal,,90.0,"On the nose very intense, brimming with concentrated aromas of ripe fruits such as cassis, combined with rockrose and peppery spice. On the palate, very powerful and full bodied, fresh and well structured, packed with flavors of black berries and hints of chocolate. With a long and slightly dry finish."
19874,Dow's Late Bottled Vintage 2011,,Portugal,,90.0,"On the nose very intense, brimming with concentrated aromas of ripe fruits such as cassis, combined with rockrose and peppery spice. On the palate, very powerful and full bodied, fresh and well structured, packed with flavors of black berries and hints of chocolate. With a long and slightly dry finish."
19875,Dow's Late Bottled Vintage (375ML half-bottle) 2011,,Portugal,,90.0,"On the nose very intense, brimming with concentrated aromas of ripe fruits such as cassis, combined with rockrose and peppery spice. On the palate, very powerful and full bodied, fresh and well structured, packed with flavors of black berries and hints of chocolate. With a long and slightly dry finish."
19876,Dow's Quinta da Senhora da Ribeira 1998,,Portugal,,92.0,"It is the most easterly and the most arid of the Douro valleys sub-regions: the average rainfall here is as low as 400 millimetres a year, and the average temperatures are 3ºC higher than the Baixo Corgo. This hot dry climate, combined with the low yield, consistently produces wines of tremendous depth of colour and complexity, distinguished by their violets and Esteva aromas and tannic structure."
19877,Dow's Quinta da Senhora da Ribeira 1999,,Portugal,,94.0,"It is the most easterly and the most arid of the Douro valleys sub-regions: the average rainfall here is as low as 400 millimetres a year, and the average temperatures are 3ºC higher than the Baixo Corgo. This hot dry climate, combined with the low yield, consistently produces wines of tremendous depth of colour and complexity, distinguished by their violets and Esteva aromas and tannic structure."
19878,Dow's Late Bottled Vintage (375ML half-bottle) 2012,,Portugal,,90.0,"Deep purple with an opaque centre. Exuberant aromas of blackberry andliquorice are complemented by subtle notes of cocoa and mint. There is also afloral element (roses), which reflects the significant Touriga Franca component ofthe blend. On the palate, the wine is full and broad with remarkable concentrationand intensity, held together by a fine structure, which is underpinned by fine,peppery tannins. The wine has a long, spicy finish with Dow’s trademark drier edge."
19879,Dow's Quinta da Senhora da Ribeira 2006,,Portugal,,92.0,"In some non-declared years, Dow's offers a limited quantity of Quinta da Senhora da Ribeira Single Quinta Vintage Port. Ribeira is one of Dow's primary vineyards and yields wines with violet aromas, soft fruit, and a characteristic velvety structure. "
19880,Dow's Quinta da Senhora da Ribeira 2012,,Portugal,,92.0,"Exceptionally aromatic with aromas of violets, hints of blackberry, blackcurrant and black plum on the nose. There is some spice that is balanced with fresh acidity and minerality. A long finish with ripe but firm tannins. "
19881,Dow's Quinta da Senhora da Ribeira 2013,,Portugal,,94.0,"Exceptionally aromatic with aromas of violets, hints of blackberry, blackcurrant and black plum on the nose. There is some spice that is balanced with fresh acidity and minerality. A long finish with ripe but firm tannins. "
19882,Dow's Quinta do Bomfim 1995,,Portugal,Collectible,90.0,"Quinta do Bomfim , Dow's finest vineyard, acquired and planted by the firm in 1980, is situated in perhaps the most favourable location in the Upper Douro. This quinta classified 'A' grade, forms the core of Dow's famed Vintage Ports. In 'non-declared' years, the quinta produces wines of consistently high quality, which are selected and bottled as Dow's Quinta do Bomfim. These wines are treated in all respects as Vintage Port and therefore should be stored lying down and decanted before serving. Quinta do Bomfim wines are normally ready to drink from about its tenth year but will also benefit by keeping for many more years."
19883,Dow's Quinta do Bomfim 2004,,Portugal,Collectible,90.0,Deep red color. Complex aromas of jammy red fruits such as cherries and redcurrants. Full bodied structure with firm and chewy tannins leading to an intense and slightly drier finish in the characteristic Dow's style.  
19884,Dow's Trademark Finest Reserve Port,,Portugal,,91.0,"Rich ruby color. On the nose packed with rich and concentrated strawberry fruit, and hints of spices. On the palate, full fruit flavors, well balanced, and with a long slightly dry finish that is the hallmark of all Dow's Ports."
19885,Dow's Vale do Bomfim 2012,,"Douro, Portugal",Red Wine,89.0,"Medium to full bodied, fresh, with good balance and length. Fresh fruit forward with plums and blackberries, flowers and spices. A long and persistent finish."
19886,Dow's Vintage Port 1963,,Portugal,Collectible,92.0,"This wine has now reached its full maturity and is ready for drinking. As it ages further, it will begin to gently develop into more a tawny style wine. "
19887,Dow's Vintage Port 1977,,Portugal,Collectible,94.0,"Vintage Port is the outstanding wine of an outstanding year. Perhaps on average only three times in a decade is the weather suitable for the declaration of a Vintage year and only a small handful of vineyards in the Alto Douro produce wines of the potential to become Vintage Port.  The wine is aged for two to two and a half years in wood before being bottled, unfiltered. The pride of every shipper, Vintage Port can be purchased at once and allowed, over many years, to mature and develop a unique character, completely different from all wood-aged Port."
19888,Dow's Vintage Port 1980,,Portugal,Collectible,91.0,"This Vintage is beginning to show some of the wonderful characteristics of bottle-matured wine. It can be drunk now but will repay a few more years in your cellar. Drinking extremely well now, and is a very good buy, as it fetches modest prices yet is much better than other more expensive years."
19889,Dow's Vintage Port 1991,,Portugal,Collectible,90.0,Small production but outstanding quality.
19890,Dow's Vintage Port 1994,,Portugal,Collectible,97.0,"Dow's 1994 Vintage Port is drinking beautifully right now – its one of our best vintages in recent history.  It balances opulent red fruits with mineral and eucalyptus tones and has the Dow's characteristic drier finish.  Its great depth and structure make it delicious now but it will also continue to age in the bottle for years to come. Declared Vintage Port is made only in the best of the best years and represents less than two percent of all Port made.   It is sourced from Dow's top vineyards, primarily Quinta do Bomfim and Quinta da Senhora da Ribeira and aged for two years in barrel before bottling."
19891,Dow's Vintage Port 1997,,Portugal,Collectible,90.0,"Very dark opaque purple colour, with a typically spicy nose and intense underlying aromas of blackberries and blackcurrants. On the palate enormous weight and structure with a marvellous balance of dense black fruit flavours and firm tannins."
19892,Dow's Vintage Port 2000,,Portugal,Collectible,93.0,"Very dark opaque purple color, with a typically spicy nose and intense underlying aromas of blackberries and blackcurrants. On the palate enormous weight and structure with a marvelous balance of dense black fruit flavors and firm tannins."
19893,Dow's Vintage Port 2003,,Portugal,Collectible,92.0,Dark and intensely purple. Subtle aromas of rockrose and gum-cistus. There are layers of bitter chocolate flavors with the characteristic freshly-ground black pepper finish.
19894,Dow's Vintage Port 2011,,Portugal,Collectible,96.0,#1 
19895,Dow's Vintage Port 2016,,Portugal,Collectible,93.0,"The principal part of the Dow’s 2016 Vintage Port is sourced from the Vinha dos Ecos vineyard, a gently rising slope behind the estate house at Bomfim. Planted in 1988, these mature Touriga Franca vines yielded a tiny 0.68 Kg/vine, half the 20-year average. From the adjoining Vale Botelhos vineyard, on traditional drystone terraces, Charles Symington chose Sousão grapes for the excellent colour and freshness which the fine acidity of this variety provides. The grapes from these two vineyards were fermented together in the modern lagar winery at Bomfim. These co-fermentations work very well, the characteristics of each variety amplifying the other’s finest qualities; the Sousão’s acidity matching the Franca’s floral aromas. A small component of very old mixed vines from the vineyard directly in front of the Bomfim house, yielding a minuscule 320g/vine, contributed added complexity and structure. "
19896,Dow's Vintage Port (375ML half-bottle) 1997,,Portugal,,90.0,"Very dark opaque purple colour, with a typically spicy nose and intense underlying aromas of blackberries and blackcurrants. On the palate enormous weight and structure with a marvellous balance of dense black fruit flavours and firm tannins."
19897,Dow's Vintage Port (375ML half-bottle) 2007,,Portugal,Collectible,94.0,"We are pleased to announce the declaration of our Dow's 2007 Vintage Port, a wine of very great quality with the pedigree of such wines as the Dow's 1896, 1908, 1945, 1966 and 2000. Dow's ranking amongst the finest producers of Vintage Port derives from the excellence of our two vineyards, Quinta do Bomfim and Quinta da Senhora da Ribeira, from which generations of our family have developed the distinctive dry Dow's style."
19898,Dow's Vintage Port (375ML half-bottle) 2007,,Portugal,Collectible,94.0,"Very dark opaque purple color, with a typically spicy nose and intense underlying aromas of blackberries and blackcurrants. Enormous opulent palate with a marvellous balance of dense black fruit wrap in a tannic cloak."
19899,Dow's Vintage Port (375ML half-bottle) 2011,,Portugal,Collectible,96.0,"A romatic and floral, with an excellent balance of fruit, tannin and acidity. The palate starts off with fresh green figs and endswith bitter chocolate. There is fresh acidity and a notableminerality, and no hint of any raisining or over-ripeness on the very long finish."
